id,client_id,card_brand,card_type,card_number,expires,cvv,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
928,1275,Visa,Credit,4.08E+15,Nov-21,121,YES,2,2000,01-01-2020,2020,No
1977,1275,Visa,Debit,4.75E+15,Oct-24,568,YES,1,10800,01-02-2020,2020,No
4092,26,Amex,Credit,3.86E+14,Sep-17,281,NO,2,3900,01-08-1999,2010,No
4868,1937,Visa,Credit,4.48E+15,Oct-24,207,YES,2,5500,01-09-2013,2013,No
3,1937,Visa,Credit,4.29E+15,Apr-20,736,YES,2,16400,01-01-1995,2015,No
4193,1937,Visa,Debit (Prepaid),4.42E+15,May-21,868,YES,2,53,01-08-2006,2012,No
1186,1937,Mastercard,Debit,5.02E+15,Nov-13,561,NO,1,17883,01-02-2009,2017,No
3327,1937,Mastercard,Debit,5.66E+15,Aug-24,385,YES,2,12212,01-06-2006,2006,No
3030,1177,Visa,Credit,4.38E+15,Nov-23,566,YES,1,15800,01-05-2009,2015,No
4164,1177,Mastercard,Credit,5.35E+15,Dec-24,315,YES,1,26400,01-08-2005,2008,No
4860,1177,Mastercard,Debit,5.17E+15,Sep-21,218,YES,2,25993,01-09-2013,2013,No
4016,1177,Visa,Debit (Prepaid),4.03E+15,May-22,372,YES,2,59,01-07-2013,2013,No
3529,1032,Mastercard,Debit (Prepaid),5.76E+15,Aug-23,644,YES,2,8,01-06-2011,2011,No
1056,1032,Mastercard,Debit,5.15E+15,Jul-20,325,NO,2,1955,01-02-2005,2013,No
3961,397,Visa,Debit,4.40E+15,Sep-22,592,YES,1,7159,01-07-2010,2011,No
3179,397,Mastercard,Debit,5.17E+15,Oct-21,167,YES,1,12172,01-05-2016,2016,No
2574,397,Mastercard,Debit,5.75E+15,Jan-21,704,YES,2,10889,01-04-2008,2010,No
2543,566,Mastercard,Credit,5.12E+15,Feb-20,308,YES,2,10800,01-04-2007,2010,No
3122,566,Mastercard,Debit (Prepaid),5.02E+15,Dec-13,156,YES,1,58,01-05-2012,2012,No
3439,566,Mastercard,Credit,5.58E+15,Feb-23,118,YES,1,11000,01-06-2009,2009,No
4547,566,Amex,Credit,3.05E+14,Nov-24,170,YES,2,12700,01-09-2004,2008,No
5577,566,Mastercard,Credit,5.59E+15,Sep-12,525,YES,1,10100,01-11-2009,2009,No
3247,1581,Amex,Credit,3.36E+14,Feb-22,743,NO,1,11300,01-06-2003,2007,No
2519,1581,Visa,Debit,4.56E+15,Dec-20,446,YES,1,26596,01-04-2006,2015,No
5541,1581,Mastercard,Debit,5.86E+15,Jan-23,117,YES,2,1807,01-11-2008,2013,No
5374,1581,Discover,Credit,6.49E+15,Jul-24,471,YES,1,9700,01-11-2002,2005,No
5840,1581,Mastercard,Credit,5.61E+15,Mar-20,51,YES,1,12300,01-12-2005,2010,No
5666,1332,Visa,Debit,4.69E+15,Oct-24,841,YES,1,40914,01-11-2011,2011,No
2406,1332,Visa,Debit,4.73E+15,Sep-21,982,YES,1,21749,01-04-1999,2008,No
4880,1332,Visa,Debit,4.32E+15,Oct-24,152,YES,1,39491,01-09-2014,2014,No
2166,1648,Visa,Debit,4.72E+15,Jun-21,106,YES,2,97352,01-03-2007,2019,No
2624,1648,Visa,Debit,4.56E+15,Apr-21,475,NO,2,5921,01-04-2009,2010,No
5388,1648,Mastercard,Debit,5.28E+15,Oct-23,972,YES,2,54057,01-11-2003,2012,No
1187,1648,Mastercard,Debit,5.49E+15,Feb-21,287,NO,2,64565,01-02-2009,2019,No
5282,1648,Visa,Credit,4.70E+15,Jun-22,973,YES,1,36700,01-10-2013,2013,No
4787,17,Mastercard,Debit,5.11E+15,Jun-22,367,YES,1,7175,01-09-2010,2017,No
4962,17,Amex,Credit,3.96E+14,Oct-24,814,YES,1,2800,01-10-2002,2011,No
2520,349,Visa,Credit,4.96E+15,Aug-23,860,YES,2,3600,01-04-2006,2006,No
4314,349,Visa,Debit,4.85E+15,Sep-20,393,YES,1,30348,01-08-2009,2010,No
4843,1200,Visa,Credit,4.99E+15,Jun-22,784,YES,2,6000,01-09-2012,2012,No
3505,228,Visa,Credit,4.21E+15,Jan-23,746,YES,1,1700,01-06-2010,2010,No
4545,484,Visa,Debit,4.60E+15,Jul-06,864,YES,2,10755,01-09-2003,2020,No
5794,484,Mastercard,Debit,5.81E+15,Nov-23,196,YES,2,61262,01-12-2003,2016,No
3662,484,Amex,Credit,3.86E+14,Jan-13,173,YES,1,0,01-07-2001,2009,No
1733,1099,Mastercard,Credit,5.81E+15,Jun-23,887,YES,2,3500,01-02-2020,2020,No
3196,1480,Mastercard,Credit,5.68E+15,Jan-18,686,YES,2,7100,01-05-2017,2017,No
1188,1449,Mastercard,Debit (Prepaid),5.15E+15,Sep-22,821,YES,2,51,01-02-2009,2013,No
241,1449,Mastercard,Debit,5.13E+15,Feb-22,755,YES,2,11457,01-01-2010,2016,No
1003,1449,Mastercard,Debit,5.93E+15,Jun-23,273,NO,2,1563,01-02-2002,2011,No
5707,1417,Visa,Debit,4.76E+15,Jul-21,531,YES,2,37325,01-11-2014,2014,No
2975,1417,Mastercard,Credit,5.79E+15,Oct-22,1,NO,1,14200,01-05-2008,2016,No
3397,1417,Mastercard,Debit,5.16E+15,Sep-21,490,YES,1,28815,01-06-2008,2015,No
1234,1417,Mastercard,Debit (Prepaid),5.08E+15,Feb-21,774,YES,2,85,01-02-2010,2010,No
3920,1417,Visa,Debit,4.55E+15,Nov-18,892,YES,2,15285,01-07-2009,2009,No
280,267,Mastercard,Debit,5.63E+15,Jul-23,310,YES,2,10636,01-01-2011,2011,No
326,267,Visa,Debit,4.77E+15,Oct-15,970,YES,1,12891,01-01-2013,2013,No
4411,267,Mastercard,Debit,5.40E+15,Oct-21,72,YES,1,11885,01-08-2013,2013,No
5389,373,Mastercard,Debit,5.44E+15,Feb-17,45,YES,2,2849,01-11-2003,2012,No
4750,373,Visa,Debit,4.62E+15,Aug-23,233,YES,1,3867,01-09-2009,2009,No
261,373,Visa,Debit,4.14E+15,Oct-21,9,YES,2,6688,01-01-2010,2016,No
2817,373,Mastercard,Debit,5.42E+15,Dec-20,242,YES,2,8021,01-05-2001,2018,No
2283,1772,Mastercard,Debit,5.31E+15,May-22,271,YES,1,27201,01-03-2011,2011,No
5918,1772,Visa,Credit,4.15E+15,Dec-20,313,YES,2,12800,01-12-2007,2009,No
56,1772,Mastercard,Debit (Prepaid),5.99E+15,Mar-20,94,YES,2,96,01-01-2004,2011,No
5657,1772,Mastercard,Debit,5.63E+15,May-23,982,NO,2,16426,01-11-2011,2011,No
1978,1418,Visa,Credit,4.40E+15,Nov-21,627,YES,1,9100,01-02-2020,2020,No
4516,1774,Visa,Debit,4.30E+15,Jan-23,314,YES,1,14546,01-09-2001,2008,No
2003,1774,Discover,Credit,6.97E+15,Dec-20,192,YES,1,8400,01-03-1997,2013,No
5578,1774,Mastercard,Debit,5.50E+15,Oct-20,43,YES,2,10815,01-11-2009,2020,No
5939,1774,Mastercard,Credit,5.65E+15,Mar-21,480,NO,1,4000,01-12-2008,2012,No
2407,964,Visa,Debit,4.09E+15,May-20,881,YES,1,11254,01-04-1999,2018,No
2593,964,Visa,Debit,4.84E+15,Sep-20,497,YES,2,2271,01-04-2008,2008,No
2811,964,Visa,Debit,4.78E+15,Dec-07,604,YES,2,6311,01-05-2000,2013,No
294,964,Amex,Credit,3.40E+14,Feb-20,218,YES,1,13700,01-01-2012,2012,No
4885,72,Mastercard,Credit,5.43E+15,Sep-24,953,YES,1,14300,01-09-2015,2015,No
1734,6,Mastercard,Credit,5.07E+15,Feb-20,516,YES,2,14600,01-02-2020,2020,No
2366,1527,Mastercard,Credit,5.80E+15,Jun-21,527,YES,2,7100,01-03-2017,2017,No
203,1433,Mastercard,Debit,5.35E+15,Jan-24,734,YES,1,4534,01-01-2009,2010,No
4485,1433,Visa,Credit,4.89E+15,Jul-21,890,YES,2,4200,01-08-2019,2019,No
5841,1433,Mastercard,Debit,5.90E+15,May-24,48,NO,1,27117,01-12-2005,2005,No
2544,1785,Mastercard,Debit,5.36E+15,Apr-23,125,NO,2,14404,01-04-2007,2015,No
2153,1785,Mastercard,Debit,5.46E+15,Aug-12,557,YES,2,6360,01-03-2007,2016,No
2037,1785,Mastercard,Debit,5.18E+15,Nov-20,119,YES,1,4701,01-03-2002,2017,No
4079,1476,Mastercard,Debit,5.09E+15,May-24,613,YES,1,13793,01-07-2019,2019,No
3553,1476,Mastercard,Debit,5.57E+15,Dec-12,676,YES,1,27569,01-06-2012,2012,No
264,1476,Amex,Credit,3.51E+14,May-21,551,YES,1,10400,01-01-2011,2011,No
3990,455,Visa,Debit,4.33E+15,Feb-21,114,NO,1,14959,01-07-2011,2011,No
4064,455,Visa,Debit,4.57E+15,Oct-22,267,YES,2,19713,01-07-2017,2017,No
348,455,Mastercard,Debit (Prepaid),5.15E+15,Mar-22,662,YES,1,90,01-01-2015,2015,No
1433,1553,Amex,Credit,3.21E+14,Feb-20,287,YES,2,15500,01-02-2020,2020,No
929,1553,Visa,Credit,4.04E+15,May-23,634,NO,1,19200,01-01-2020,2020,No
930,532,Visa,Debit,4.77E+15,Jun-20,723,YES,1,16610,01-01-2020,2020,No
3142,532,Visa,Debit,4.78E+15,Jun-23,559,YES,1,21793,01-05-2013,2013,No
931,532,Visa,Debit,4.18E+15,Jul-22,655,NO,1,15261,01-01-2020,2020,No
292,532,Visa,Debit,4.09E+15,Apr-24,721,YES,1,25919,01-01-2011,2011,No
57,1092,Mastercard,Debit,5.58E+15,Jan-16,88,YES,2,4546,01-01-2004,2010,No
1456,1092,Discover,Credit,6.73E+15,Jul-22,82,YES,2,9600,01-02-2020,2020,No
1979,1819,Visa,Debit,4.09E+15,Apr-24,744,YES,1,9238,01-02-2020,2020,No
1735,1819,Mastercard,Debit,5.67E+15,Oct-22,702,YES,2,15474,01-02-2020,2020,No
3834,528,Amex,Credit,3.09E+14,Jul-22,930,YES,2,9500,01-07-2008,2015,No
25,528,Visa,Debit,4.29E+15,Apr-03,482,YES,1,7030,01-01-2001,2011,No
5161,528,Mastercard,Debit (Prepaid),5.20E+15,May-20,493,YES,2,25,01-10-2009,2010,No
3150,328,Mastercard,Debit,5.90E+15,Aug-24,694,YES,2,15125,01-05-2014,2014,No
1263,328,Visa,Credit,4.74E+15,Jun-20,626,YES,2,13200,01-02-2010,2010,No
4186,328,Mastercard,Debit (Prepaid),5.10E+15,Sep-06,617,YES,2,130,01-08-2006,2014,No
364,1282,Visa,Debit,4.47E+15,Nov-23,109,YES,1,13193,01-01-2017,2017,No
4815,1282,Mastercard,Debit,5.36E+15,May-20,975,YES,1,16187,01-09-2011,2011,No
4945,783,Mastercard,Debit,5.36E+15,Oct-20,401,YES,2,1627,01-10-2000,2013,No
105,783,Mastercard,Credit,5.08E+15,Oct-07,908,YES,2,5600,01-01-2006,2008,No
5795,783,Mastercard,Credit,5.64E+15,Sep-24,146,YES,1,9600,01-12-2003,2016,No
1434,1325,Amex,Credit,3.37E+14,Jul-20,64,YES,1,89900,01-02-2020,2020,No
1435,1325,Amex,Credit,3.66E+14,Jul-24,517,YES,2,44100,01-02-2020,2020,No
1980,687,Visa,Debit,4.42E+15,Feb-20,79,YES,2,19446,01-02-2020,2020,No
2266,1693,Visa,Credit,4.75E+15,Aug-23,938,NO,2,29900,01-03-2010,2017,No
5940,1693,Mastercard,Debit,5.13E+15,Mar-17,726,YES,1,33506,01-12-2008,2011,No
932,1542,Visa,Debit,4.17E+15,Jul-23,65,YES,1,20971,01-01-2020,2020,No
2906,1542,Mastercard,Debit (Prepaid),5.71E+15,Jun-20,814,YES,2,65,01-05-2006,2009,No
4829,36,Visa,Debit,4.89E+15,Jun-19,31,YES,2,18808,01-09-2011,2013,No
1736,36,Mastercard,Debit,5.40E+15,Jul-21,292,NO,2,8723,01-02-2020,2020,No
2611,360,Mastercard,Debit,5.64E+15,Dec-16,668,YES,2,28003,01-04-2009,2009,No
2719,360,Mastercard,Debit,5.17E+15,Jul-22,939,YES,2,15972,01-04-2013,2013,No
4441,360,Visa,Debit,4.01E+15,Oct-18,106,YES,1,22342,01-08-2014,2014,No
3592,360,Mastercard,Debit,5.01E+15,Apr-20,382,NO,1,21058,01-06-2015,2015,No
700,555,Mastercard,Debit (Prepaid),5.83E+15,Apr-21,787,YES,2,26,01-01-2020,2020,No
1981,136,Visa,Debit,4.27E+15,Aug-23,977,NO,1,24605,01-02-2020,2020,No
701,136,Mastercard,Debit,5.94E+15,Nov-21,888,YES,2,23529,01-01-2020,2020,No
1982,136,Visa,Debit,4.45E+15,Jan-23,354,YES,2,20780,01-02-2020,2020,No
2710,603,Visa,Credit,4.96E+15,Nov-22,821,YES,2,3900,01-04-2012,2012,No
5205,1794,Mastercard,Debit,5.32E+15,Jul-24,264,YES,2,4392,01-10-2010,2017,No
3069,329,Mastercard,Credit,5.38E+15,Oct-20,991,YES,1,12300,01-05-2010,2013,No
1362,329,Amex,Credit,3.38E+14,Apr-24,449,YES,2,11100,01-02-2016,2016,No
4082,329,Visa,Debit (Prepaid),4.34E+15,Nov-20,943,YES,2,93,01-07-2019,2019,No
4788,329,Mastercard,Credit,5.03E+15,Jul-24,278,YES,1,9500,01-09-2010,2015,No
5824,1181,Visa,Credit,4.90E+15,Nov-22,687,YES,1,12000,01-12-2004,2011,No
136,1181,Mastercard,Debit,5.63E+15,Jul-20,309,YES,2,11999,01-01-2007,2015,No
3642,1181,Mastercard,Credit,5.77E+15,Jan-21,811,YES,2,0,01-06-2019,2019,No
5842,1181,Mastercard,Debit,5.11E+15,Sep-21,77,YES,2,18991,01-12-2005,2011,No
1094,1181,Mastercard,Debit,5.14E+15,Oct-24,209,YES,1,27146,01-02-2006,2011,No
32,598,Visa,Debit (Prepaid),4.41E+15,Oct-24,340,YES,2,32,01-01-2002,2009,No
2040,598,Visa,Debit,4.71E+15,Apr-23,754,YES,2,19103,01-03-2002,2011,No
2361,598,Visa,Credit,4.50E+15,Oct-21,609,YES,2,11400,01-03-2016,2016,No
5038,990,Visa,Debit (Prepaid),4.57E+15,Oct-23,912,YES,1,75,01-10-2005,2007,No
2267,1777,Visa,Credit,4.29E+15,Dec-20,945,YES,1,12700,01-03-2010,2020,No
5014,1777,Mastercard,Debit (Prepaid),5.86E+15,May-23,815,YES,1,61,01-10-2004,2012,No
1207,1777,Discover,Credit,6.89E+15,Aug-18,17,YES,2,24400,01-02-2010,2011,No
4557,1777,Mastercard,Debit,5.52E+15,Feb-23,646,YES,2,32895,01-09-2004,2005,No
1057,1777,Mastercard,Credit,5.28E+15,Sep-06,183,YES,1,14300,01-02-2005,2010,No
702,998,Mastercard,Credit,5.87E+15,Nov-23,890,NO,1,9400,01-01-2020,2020,No
703,998,Mastercard,Debit,5.28E+15,Jan-24,334,YES,1,11364,01-01-2020,2020,No
2917,1872,Visa,Debit,4.58E+15,Jul-23,234,YES,1,24308,01-05-2006,2011,No
5819,1872,Mastercard,Debit,5.73E+15,Jul-11,308,YES,1,26328,01-12-2004,2005,No
2918,1872,Visa,Debit,4.17E+15,Jun-18,37,YES,1,21655,01-05-2006,2009,No
308,1872,Visa,Debit,4.66E+15,Jan-22,257,YES,1,23300,01-01-2012,2012,No
3962,1872,Visa,Credit,4.48E+15,May-23,653,YES,1,15900,01-07-2010,2013,No
4267,1872,Mastercard,Credit,5.75E+15,Mar-23,145,YES,2,8500,01-08-2008,2011,No
933,1743,Visa,Debit (Prepaid),4.94E+15,Sep-20,779,YES,1,60,01-01-2020,2020,No
1983,1743,Visa,Debit,4.71E+15,Feb-21,662,NO,2,15234,01-02-2020,2020,No
934,1743,Visa,Debit,4.76E+15,Oct-22,215,YES,2,30870,01-01-2020,2020,No
935,1743,Visa,Debit,4.60E+15,Mar-21,466,YES,1,30155,01-01-2020,2020,No
2781,1000,Mastercard,Debit,5.86E+15,Mar-20,31,YES,1,23088,01-04-2018,2018,No
1737,1708,Mastercard,Debit,5.93E+15,Dec-24,567,YES,2,23397,01-02-2020,2020,No
704,1708,Mastercard,Credit,5.77E+15,Mar-22,263,YES,2,9100,01-01-2020,2020,No
936,799,Visa,Credit,4.63E+15,Feb-20,343,YES,2,6600,01-01-2020,2020,No
2284,799,Mastercard,Credit,5.61E+15,Feb-20,715,YES,2,7000,01-03-2011,2011,No
3650,144,Amex,Credit,3.67E+14,Dec-01,558,YES,1,11600,01-07-1998,2009,No
1436,144,Amex,Credit,3.75E+14,Dec-22,512,YES,2,0,01-02-2020,2020,No
4457,144,Mastercard,Debit,5.96E+15,Nov-22,627,YES,2,14699,01-08-2016,2016,No
5247,144,Mastercard,Debit,5.89E+15,Jul-22,370,YES,2,20289,01-10-2011,2011,No
1235,781,Mastercard,Debit,5.72E+15,Dec-24,821,YES,2,16474,01-02-2010,2010,No
1984,781,Visa,Debit,4.44E+15,Feb-20,193,YES,2,3356,01-02-2020,2020,No
937,781,Visa,Debit,4.13E+15,Feb-20,602,YES,2,14679,01-01-2020,2020,No
4388,781,Discover,Credit,6.31E+15,Aug-20,770,YES,2,4300,01-08-2012,2012,No
5390,1572,Mastercard,Debit,5.15E+15,Sep-21,676,YES,1,946,01-11-2003,2015,No
5092,1572,Mastercard,Debit,5.02E+15,Apr-24,101,YES,2,7720,01-10-2007,2007,No
3151,1572,Mastercard,Credit,5.54E+15,Aug-15,627,YES,2,3500,01-05-2014,2014,No
2775,793,Visa,Credit,4.03E+15,Apr-23,880,YES,1,13700,01-04-2017,2017,No
4234,793,Visa,Credit,4.71E+15,Feb-24,530,YES,1,16700,01-08-2007,2007,No
938,1681,Visa,Credit,4.59E+15,Aug-21,873,YES,1,18800,01-01-2020,2020,No
2545,1179,Mastercard,Debit,5.58E+15,Apr-20,712,YES,2,15518,01-04-2007,2011,No
4466,1179,Visa,Debit,4.38E+15,Oct-24,135,YES,2,27313,01-08-2017,2017,No
2612,1179,Mastercard,Debit,5.52E+15,Jun-22,283,YES,1,21989,01-04-2009,2009,No
4760,1179,Discover,Credit,6.34E+15,Feb-20,737,YES,1,12900,01-09-2010,2013,No
5128,1179,Mastercard,Debit,5.04E+15,Oct-21,213,YES,2,20026,01-10-2008,2010,No
5283,114,Visa,Debit,5.00E+15,Mar-23,106,YES,2,10676,01-10-2013,2013,No
3398,114,Mastercard,Debit,5.56E+15,Jul-23,711,YES,2,27447,01-06-2008,2010,No
3070,114,Mastercard,Debit,5.47E+15,Jan-19,875,YES,2,16617,01-05-2010,2011,No
939,114,Visa,Debit,4.41E+15,Sep-20,386,YES,2,12173,01-01-2020,2020,No
1738,271,Mastercard,Debit,5.76E+15,Dec-21,876,NO,1,2105,01-02-2020,2020,No
6112,1107,Mastercard,Debit,5.68E+15,Apr-23,765,YES,1,16678,01-12-2015,2015,No
3698,1107,Mastercard,Debit,5.26E+15,Mar-20,719,YES,1,14123,01-07-2003,2006,No
1985,1107,Visa,Debit,4.78E+15,Jul-23,172,YES,1,11281,01-02-2020,2020,No
8,1107,Mastercard,Credit,5.46E+15,Sep-21,665,NO,2,10300,01-01-1998,2006,No
2872,1107,Visa,Debit (Prepaid),4.22E+15,Apr-20,609,YES,2,102,01-05-2004,2011,No
6079,517,Visa,Debit,4.53E+15,Dec-19,956,YES,1,11254,01-12-2012,2012,No
5335,517,Visa,Debit,4.62E+15,May-23,695,NO,2,10703,01-10-2018,2018,No
106,517,Mastercard,Credit,5.78E+15,Apr-21,342,YES,1,5000,01-01-2006,2016,No
1739,517,Mastercard,Debit,5.81E+15,Sep-21,53,YES,2,8002,01-02-2020,2020,No
2268,624,Visa,Debit,4.43E+15,Jan-12,800,YES,2,18969,01-03-2010,2010,No
1326,624,Mastercard,Debit,5.62E+15,Apr-19,203,YES,1,12931,01-02-2013,2013,No
2992,1215,Visa,Debit,4.05E+15,Jul-08,922,YES,2,18112,01-05-2008,2011,No
5476,1992,Visa,Debit,4.60E+15,Jun-21,352,YES,1,13034,01-11-2006,2006,No
5327,1992,Visa,Debit (Prepaid),4.74E+15,Apr-21,440,YES,1,71,01-10-2017,2017,No
1132,1992,Visa,Debit,4.35E+15,May-21,819,YES,1,10374,01-02-2007,2007,No
4442,1992,Visa,Debit,4.46E+15,Sep-16,11,YES,1,13382,01-08-2014,2014,No
3797,1992,Visa,Debit,4.17E+15,Feb-20,372,YES,1,11063,01-07-2006,2011,No
705,968,Mastercard,Credit,5.01E+15,Mar-20,831,YES,2,700,01-01-2020,2020,No
5974,19,Mastercard,Debit (Prepaid),5.89E+15,Feb-23,676,YES,2,55,01-12-2009,2011,No
1133,1605,Visa,Debit,4.61E+15,Jan-24,954,YES,1,18358,01-02-2007,2010,No
3231,1605,Visa,Credit,4.05E+15,Oct-22,906,YES,1,8700,01-06-2001,2010,No
5975,1605,Mastercard,Debit,5.24E+15,Dec-09,558,YES,2,1966,01-12-2009,2011,No
3123,463,Mastercard,Debit,5.04E+15,Nov-17,56,YES,1,13257,01-05-2012,2012,No
5746,463,Visa,Debit,4.05E+15,Dec-19,952,YES,1,20297,01-11-2019,2019,No
1986,1365,Visa,Credit,4.87E+15,Apr-23,143,YES,2,7500,01-02-2020,2020,No
3328,809,Mastercard,Debit,5.75E+15,Oct-18,741,YES,1,31696,01-06-2006,2015,No
1202,590,Amex,Credit,3.61E+14,Sep-10,837,YES,2,7400,01-02-2010,2012,No
262,590,Visa,Debit,4.77E+15,Nov-22,959,NO,2,7644,01-01-2010,2010,No
2555,1904,Visa,Credit,4.91E+15,Jun-21,740,NO,1,13600,01-04-2007,2011,No
2575,1904,Mastercard,Debit (Prepaid),5.02E+15,Nov-22,978,YES,1,40,01-04-2008,2011,No
3656,1904,Mastercard,Debit (Prepaid),5.56E+15,Aug-07,327,YES,2,61,01-07-2000,2013,No
1004,1904,Mastercard,Debit,5.66E+15,Jul-22,27,YES,1,7597,01-02-2002,2005,No
2498,1904,Visa,Credit,4.42E+15,Jul-24,996,NO,2,9900,01-04-2005,2006,No
1120,545,Mastercard,Debit,5.50E+15,Dec-21,290,YES,2,7898,01-02-2007,2014,No
6140,545,Amex,Credit,3.13E+14,Feb-20,667,YES,1,12700,01-12-2019,2019,No
5802,545,Visa,Debit,4.03E+15,Apr-18,850,NO,1,34329,01-12-2003,2010,No
2125,789,Mastercard,Debit,5.73E+15,Aug-21,629,NO,1,25206,01-03-2006,2018,No
4523,789,Mastercard,Debit (Prepaid),5.36E+15,Oct-21,787,YES,1,89,01-09-2002,2012,No
2269,789,Visa,Debit,4.47E+15,Apr-24,542,YES,3,15143,01-03-2010,2014,No
3071,742,Mastercard,Credit,5.87E+15,Oct-10,868,YES,2,12700,01-05-2010,2010,No
4751,742,Visa,Debit (Prepaid),4.02E+15,Apr-24,489,YES,2,53,01-09-2009,2009,No
3900,742,Mastercard,Debit (Prepaid),5.45E+15,Jul-23,89,YES,2,67,01-07-2009,2016,No
3943,742,Mastercard,Debit,5.52E+15,Apr-20,727,NO,2,22839,01-07-2010,2015,No
706,612,Mastercard,Debit,5.18E+15,May-24,395,YES,1,17252,01-01-2020,2020,No
2294,612,Visa,Debit,4.41E+15,Mar-24,962,YES,1,19103,01-03-2011,2011,No
4031,612,Visa,Debit,4.62E+15,May-20,682,NO,1,15619,01-07-2014,2014,No
2375,612,Mastercard,Debit,5.29E+15,Feb-20,742,YES,1,17512,01-03-2018,2018,No
186,612,Visa,Credit,4.45E+15,Nov-20,745,YES,1,9300,01-01-2008,2008,No
3512,612,Discover,Credit,6.46E+15,Mar-21,613,YES,2,9300,01-06-2011,2011,No
4925,612,Mastercard,Debit,5.12E+15,Jan-21,641,YES,1,13584,01-09-2019,2019,No
1437,536,Amex,Credit,3.62E+14,Feb-20,359,YES,2,8300,01-02-2020,2020,No
940,536,Visa,Credit,4.18E+15,Oct-24,935,YES,1,7000,01-01-2020,2020,No
707,536,Mastercard,Debit (Prepaid),5.27E+15,Jan-20,614,YES,1,80,01-01-2020,2020,No
941,536,Visa,Debit,4.87E+15,Feb-20,851,YES,1,3678,01-01-2020,2020,No
708,536,Mastercard,Debit,5.98E+15,Feb-20,245,YES,1,5826,01-01-2020,2020,No
1438,523,Amex,Credit,3.22E+14,Mar-24,747,YES,2,8200,01-02-2020,2020,No
2713,523,Discover,Credit,6.36E+15,Oct-23,14,YES,1,13000,01-04-2013,2013,No
3612,523,Mastercard,Debit,5.69E+15,May-22,573,YES,2,20430,01-06-2016,2016,No
709,523,Mastercard,Credit,5.01E+15,Feb-20,232,YES,1,8300,01-01-2020,2020,No
2771,928,Mastercard,Debit,5.58E+15,Jul-19,703,YES,1,10882,01-04-2017,2017,No
3572,928,Visa,Debit,4.32E+15,Mar-22,40,YES,1,19454,01-06-2013,2013,No
3152,928,Mastercard,Debit,5.08E+15,Feb-20,982,YES,1,19624,01-05-2014,2014,No
1203,928,Amex,Credit,3.23E+14,Aug-12,250,YES,1,8700,01-02-2010,2010,No
710,928,Mastercard,Credit,5.25E+15,Dec-20,945,YES,1,8000,01-01-2020,2020,No
4528,928,Visa,Debit,4.57E+15,Mar-20,549,YES,1,14540,01-09-2002,2002,No
4335,928,Mastercard,Credit,5.17E+15,Jun-23,817,YES,1,7300,01-08-2010,2013,No
3506,1642,Visa,Credit,4.94E+15,Mar-15,160,YES,2,12200,01-06-2010,2010,No
3573,1642,Visa,Credit,4.22E+15,Jan-21,67,YES,1,5000,01-06-2013,2013,No
5206,1642,Mastercard,Credit,5.45E+15,Mar-20,365,YES,1,11200,01-10-2010,2010,No
6034,1642,Visa,Credit,4.76E+15,Jul-16,34,NO,2,11200,01-12-2010,2011,No
4281,1642,Visa,Debit,4.68E+15,Dec-12,377,YES,1,26730,01-08-2008,2010,No
332,495,Mastercard,Credit,5.68E+15,Jul-17,255,YES,2,11500,01-01-2014,2014,No
1740,495,Mastercard,Debit,5.62E+15,Oct-22,227,YES,2,16747,01-02-2020,2020,No
2521,495,Visa,Debit,4.34E+15,Sep-11,943,YES,1,11574,01-04-2006,2009,No
137,495,Mastercard,Debit,5.29E+15,Jun-08,568,NO,1,13772,01-01-2007,2009,No
2625,166,Visa,Debit,4.54E+15,Feb-21,740,YES,1,271,01-04-2009,2012,No
5284,166,Amex,Credit,3.95E+14,May-22,56,YES,2,16100,01-10-2014,2014,No
1741,166,Mastercard,Debit,5.73E+15,Feb-20,667,YES,2,11039,01-02-2020,2020,No
4836,1277,Mastercard,Credit,5.69E+15,Aug-17,135,YES,2,19800,01-09-2012,2012,No
2714,718,Discover,Credit,6.60E+15,Nov-24,931,YES,2,5700,01-04-2013,2013,No
5796,718,Mastercard,Credit,5.00E+15,Mar-11,861,NO,1,7200,01-12-2003,2012,No
1189,718,Mastercard,Debit (Prepaid),5.16E+15,Sep-20,691,YES,2,11,01-02-2009,2013,No
711,1962,Mastercard,Debit,5.42E+15,Oct-21,939,YES,2,45373,01-01-2020,2020,No
3371,1962,Visa,Credit,4.42E+15,Jun-11,166,NO,1,21000,01-06-2007,2015,No
3798,1962,Visa,Debit,4.34E+15,Aug-21,665,YES,1,43287,01-07-2006,2013,No
2594,1962,Visa,Debit,4.45E+15,Jul-21,260,YES,1,42176,01-04-2008,2008,No
2126,1962,Mastercard,Debit,5.32E+15,Mar-22,534,YES,2,19789,01-03-2006,2010,No
2198,133,Mastercard,Debit,5.24E+15,Jul-22,436,YES,1,24508,01-03-2008,2009,No
4683,133,Mastercard,Debit,5.39E+15,Mar-24,26,YES,1,25197,01-09-2008,2011,No
6113,682,Mastercard,Credit,5.51E+15,Oct-22,765,YES,2,9300,01-12-2015,2015,No
6145,682,Visa,Debit,4.61E+15,Aug-20,517,YES,1,16047,01-12-2019,2019,No
5162,795,Mastercard,Debit,5.90E+15,Dec-23,983,YES,1,27795,01-10-2009,2014,No
